ID,target
TEST_03708,20
TEST_03709,5
TEST_03710,0
TEST_03711,2
TEST_03712,7
TEST_03713,20
TEST_03714,14
TEST_03715,12
TEST_03716,3
TEST_03717,11
TEST_03718,9
TEST_03719,7
TEST_03720,16
TEST_03721,11
TEST_03722,8
TEST_03723,17
TEST_03724,0
TEST_03725,12
TEST_03726,20
TEST_03727,20
TEST_03728,12
TEST_03729,15
TEST_03730,12
TEST_03731,13
TEST_03732,11
TEST_03733,7
TEST_03734,15
TEST_03735,0
TEST_03736,2
TEST_03737,17
TEST_03738,7
TEST_03739,5
TEST_03740,12
TEST_03741,5
TEST_03742,9
TEST_03743,20
TEST_03744,5
TEST_03745,10
TEST_03746,6
TEST_03747,12
TEST_03748,5
TEST_03749,13
TEST_03750,13
TEST_03751,13
TEST_03752,13
TEST_03753,9
TEST_03754,15
TEST_03755,11
TEST_03756,7
TEST_03757,19
TEST_03758,16
TEST_03759,4
TEST_03760,12
TEST_03761,8
TEST_03762,5
TEST_03763,19
TEST_03764,16
TEST_03765,15
TEST_03766,10
TEST_03767,14
TEST_03768,13
TEST_03769,13
TEST_03770,11
TEST_03771,20
TEST_03772,6
TEST_03773,14
TEST_03774,5
TEST_03775,0
TEST_03776,17
TEST_03777,1
TEST_03778,16
TEST_03779,12
TEST_03780,13
TEST_03781,18
TEST_03782,14
TEST_03783,0
TEST_03784,10
TEST_03785,5
TEST_03786,18
TEST_03787,10
TEST_03788,20
TEST_03789,14
TEST_03790,12
TEST_03791,10
TEST_03792,9
TEST_03793,20
TEST_03794,16
TEST_03795,10
TEST_03796,14
TEST_03797,20
TEST_03798,13
TEST_03799,17
TEST_03800,3
TEST_03801,12
TEST_03802,11
TEST_03803,12
TEST_03804,12
TEST_03805,12
TEST_03806,17
TEST_03807,6
TEST_03808,8
TEST_03809,13
TEST_03810,8
TEST_03811,19
TEST_03812,4
TEST_03813,15
TEST_03814,20
TEST_03815,20
TEST_03816,5
TEST_03817,10
TEST_03818,5
TEST_03819,5
TEST_03820,17
TEST_03821,9
TEST_03822,13
TEST_03823,12
TEST_03824,14
TEST_03825,19
TEST_03826,12
TEST_03827,1
TEST_03828,1
TEST_03829,12
TEST_03830,6
TEST_03831,16
TEST_03832,17
TEST_03833,12
TEST_03834,10
TEST_03835,17
TEST_03836,16
TEST_03837,15
TEST_03838,12
TEST_03839,9
TEST_03840,19
TEST_03841,17
TEST_03842,8
TEST_03843,11
TEST_03844,4
TEST_03845,6
TEST_03846,5
TEST_03847,12
TEST_03848,12
TEST_03849,7
TEST_03850,8
TEST_03851,19
TEST_03852,18
TEST_03853,8
TEST_03854,12
TEST_03855,12
TEST_03856,14
TEST_03857,8
TEST_03858,12
TEST_03859,19
TEST_03860,17
TEST_03861,8
TEST_03862,3
TEST_03863,1
TEST_03864,11
TEST_03865,9
TEST_03866,7
TEST_03867,9
TEST_03868,12
TEST_03869,6
TEST_03870,3
TEST_03871,1
TEST_03872,18
TEST_03873,7
TEST_03874,12
TEST_03875,6
TEST_03876,9
TEST_03877,19
TEST_03878,10
TEST_03879,2
TEST_03880,20
TEST_03881,19
TEST_03882,12
TEST_03883,15
TEST_03884,14
TEST_03885,9
TEST_03886,13
TEST_03887,10
TEST_03888,12
TEST_03889,15
TEST_03890,8
TEST_03891,8
TEST_03892,18
TEST_03893,7
TEST_03894,15
TEST_03895,8
TEST_03896,5
TEST_03897,17
TEST_03898,17
TEST_03899,4
TEST_03900,8
TEST_03901,6
TEST_03902,20
TEST_03903,20
TEST_03904,10
TEST_03905,2
TEST_03906,15
TEST_03907,4
TEST_03908,7
TEST_03909,4
TEST_03910,0
TEST_03911,14
TEST_03912,3
TEST_03913,1
TEST_03914,12
TEST_03915,10
TEST_03916,6
TEST_03917,16
TEST_03918,2
TEST_03919,2
TEST_03920,12
TEST_03921,13
TEST_03922,12
TEST_03923,0
TEST_03924,1
TEST_03925,10
TEST_03926,1
TEST_03927,11
TEST_03928,12
TEST_03929,0
TEST_03930,2
TEST_03931,20
TEST_03932,9
TEST_03933,10
TEST_03934,2
TEST_03935,16
TEST_03936,7
TEST_03937,5
TEST_03938,18
TEST_03939,8
TEST_03940,10
TEST_03941,9
TEST_03942,0
TEST_03943,8
TEST_03944,12
TEST_03945,3
TEST_03946,12
TEST_03947,8
TEST_03948,12
TEST_03949,7
TEST_03950,17
TEST_03951,2
TEST_03952,12
TEST_03953,14
TEST_03954,15
TEST_03955,8
TEST_03956,6
TEST_03957,10
TEST_03958,17
TEST_03959,16
TEST_03960,13
TEST_03961,7
TEST_03962,18
TEST_03963,12
TEST_03964,12
TEST_03965,10
TEST_03966,12
TEST_03967,14
TEST_03968,12
TEST_03969,3
TEST_03970,1
TEST_03971,4
TEST_03972,6
TEST_03973,7
TEST_03974,19
TEST_03975,20
TEST_03976,19
TEST_03977,1
TEST_03978,5
TEST_03979,10
TEST_03980,8
TEST_03981,8
TEST_03982,18
TEST_03983,16
TEST_03984,5
TEST_03985,8
TEST_03986,16
TEST_03987,10
TEST_03988,13
TEST_03989,4
TEST_03990,14
TEST_03991,19
TEST_03992,9
TEST_03993,8
TEST_03994,13
TEST_03995,9
TEST_03996,10
TEST_03997,11
TEST_03998,12
TEST_03999,20
TEST_04000,18
TEST_04001,11
TEST_04002,3
TEST_04003,19
TEST_04004,8
TEST_04005,8
TEST_04006,6
TEST_04007,15
TEST_04008,5
TEST_04009,12
TEST_04010,19
TEST_04011,8
TEST_04012,0
TEST_04013,17
TEST_04014,10
TEST_04015,13
TEST_04016,9
TEST_04017,6
TEST_04018,3
TEST_04019,6
TEST_04020,4
TEST_04021,6
TEST_04022,19
TEST_04023,1
TEST_04024,5
TEST_04025,10
TEST_04026,10
TEST_04027,19
TEST_04028,8
TEST_04029,8
TEST_04030,19
TEST_04031,11
TEST_04032,6
TEST_04033,12
TEST_04034,8
TEST_04035,17
TEST_04036,4
TEST_04037,16
TEST_04038,12
TEST_04039,20
TEST_04040,17
TEST_04041,3
TEST_04042,12
TEST_04043,9
TEST_04044,12
TEST_04045,5
TEST_04046,20
TEST_04047,15
TEST_04048,15
TEST_04049,8
TEST_04050,6
TEST_04051,20
TEST_04052,8
TEST_04053,11
TEST_04054,5
TEST_04055,17
TEST_04056,16
TEST_04057,5
TEST_04058,10
TEST_04059,7
TEST_04060,12
TEST_04061,5
TEST_04062,7
TEST_04063,17
TEST_04064,12
TEST_04065,17
TEST_04066,7
TEST_04067,0
TEST_04068,18
TEST_04069,8
TEST_04070,19
TEST_04071,3
TEST_04072,0
TEST_04073,14
TEST_04074,17
TEST_04075,0
TEST_04076,8
TEST_04077,10
TEST_04078,12
TEST_04079,0
TEST_04080,5
TEST_04081,15
TEST_04082,8
TEST_04083,9
TEST_04084,16
TEST_04085,12
TEST_04086,11
TEST_04087,8
TEST_04088,13
TEST_04089,4
TEST_04090,6
TEST_04091,7
TEST_04092,9
TEST_04093,0
TEST_04094,19
TEST_04095,0
TEST_04096,15
TEST_04097,7
TEST_04098,17
TEST_04099,11
TEST_04100,18
TEST_04101,13
TEST_04102,6
TEST_04103,20
TEST_04104,6
TEST_04105,17
TEST_04106,12
TEST_04107,14
TEST_04108,11
TEST_04109,6
TEST_04110,14
TEST_04111,11
TEST_04112,20
TEST_04113,6
TEST_04114,5
TEST_04115,4
TEST_04116,1
TEST_04117,9
TEST_04118,8
TEST_04119,11
TEST_04120,12
TEST_04121,20
TEST_04122,17
TEST_04123,12
TEST_04124,20
TEST_04125,20
TEST_04126,12
TEST_04127,5
TEST_04128,12
TEST_04129,10
TEST_04130,9
TEST_04131,9
TEST_04132,20
TEST_04133,8
TEST_04134,3
TEST_04135,4
TEST_04136,12
TEST_04137,4
TEST_04138,10
TEST_04139,12
TEST_04140,10
TEST_04141,6
TEST_04142,15
TEST_04143,6
TEST_04144,8
TEST_04145,5
TEST_04146,3
TEST_04147,20
TEST_04148,12
TEST_04149,6
TEST_04150,16
TEST_04151,2
TEST_04152,6
TEST_04153,5
TEST_04154,14
TEST_04155,14
TEST_04156,15
TEST_04157,16
TEST_04158,12
TEST_04159,14
TEST_04160,9
TEST_04161,10
TEST_04162,2
TEST_04163,2
TEST_04164,19
TEST_04165,9
TEST_04166,12
TEST_04167,3
TEST_04168,1
TEST_04169,8
TEST_04170,5
TEST_04171,17
TEST_04172,14
TEST_04173,15
TEST_04174,4
TEST_04175,0
TEST_04176,1
TEST_04177,5
TEST_04178,7
TEST_04179,16
TEST_04180,19
TEST_04181,0
TEST_04182,4
TEST_04183,20
TEST_04184,3
TEST_04185,12
TEST_04186,17
TEST_04187,4
TEST_04188,16
TEST_04189,17
TEST_04190,11
TEST_04191,16
TEST_04192,20
TEST_04193,10
TEST_04194,16
TEST_04195,5
TEST_04196,20
TEST_04197,4
TEST_04198,4
TEST_04199,12
TEST_04200,2
TEST_04201,4
TEST_04202,19
TEST_04203,17
TEST_04204,9
TEST_04205,10
TEST_04206,20
TEST_04207,9
TEST_04208,6
TEST_04209,11
TEST_04210,12
TEST_04211,17
TEST_04212,20
TEST_04213,12
TEST_04214,4
TEST_04215,5
TEST_04216,19
TEST_04217,3
TEST_04218,3
TEST_04219,8
TEST_04220,9
TEST_04221,0
TEST_04222,5
TEST_04223,10
TEST_04224,19
TEST_04225,12
TEST_04226,20
TEST_04227,15
TEST_04228,5
TEST_04229,12
TEST_04230,7
TEST_04231,7
TEST_04232,9
TEST_04233,13
TEST_04234,3
TEST_04235,3
TEST_04236,3
TEST_04237,9
TEST_04238,4
TEST_04239,2
TEST_04240,8
TEST_04241,19
TEST_04242,5
TEST_04243,12
TEST_04244,17
TEST_04245,10
TEST_04246,10
TEST_04247,7
TEST_04248,4
TEST_04249,11
TEST_04250,11
TEST_04251,15
TEST_04252,11
TEST_04253,13
TEST_04254,9
TEST_04255,12
TEST_04256,12
TEST_04257,10
TEST_04258,15
TEST_04259,19
TEST_04260,12
TEST_04261,2
TEST_04262,9
TEST_04263,11
TEST_04264,3
TEST_04265,14
TEST_04266,10
TEST_04267,3
TEST_04268,8
TEST_04269,19
TEST_04270,13
TEST_04271,15
TEST_04272,8
TEST_04273,13
TEST_04274,16
TEST_04275,12
TEST_04276,1
TEST_04277,17
TEST_04278,2
TEST_04279,10
TEST_04280,19
TEST_04281,11
TEST_04282,13
TEST_04283,7
TEST_04284,12
TEST_04285,20
TEST_04286,13
TEST_04287,15
TEST_04288,1
TEST_04289,9
TEST_04290,14
TEST_04291,14
TEST_04292,18
TEST_04293,20
TEST_04294,8
TEST_04295,4
TEST_04296,0
TEST_04297,5
TEST_04298,12
TEST_04299,19
TEST_04300,10
TEST_04301,11
TEST_04302,14
TEST_04303,6
TEST_04304,17
TEST_04305,3
TEST_04306,20
TEST_04307,5
TEST_04308,12
TEST_04309,18
TEST_04310,20
TEST_04311,10
TEST_04312,14
TEST_04313,9
TEST_04314,13
TEST_04315,20
TEST_04316,12
TEST_04317,10
TEST_04318,6
TEST_04319,12
TEST_04320,13
TEST_04321,17
TEST_04322,15
TEST_04323,15
TEST_04324,1
TEST_04325,0
TEST_04326,1
TEST_04327,10
TEST_04328,10
TEST_04329,10
TEST_04330,15
TEST_04331,6
TEST_04332,4
TEST_04333,13
TEST_04334,12
TEST_04335,19
TEST_04336,5
TEST_04337,10
TEST_04338,1
TEST_04339,16
TEST_04340,19
TEST_04341,20
TEST_04342,6
TEST_04343,15
TEST_04344,4
TEST_04345,14
TEST_04346,10
TEST_04347,5
TEST_04348,12
TEST_04349,6
TEST_04350,17
TEST_04351,9
TEST_04352,3
TEST_04353,8
TEST_04354,3
TEST_04355,11
TEST_04356,5
TEST_04357,13
TEST_04358,12
TEST_04359,4
TEST_04360,19
TEST_04361,19
TEST_04362,20
TEST_04363,5
TEST_04364,1
TEST_04365,15
TEST_04366,7
TEST_04367,4
TEST_04368,6
TEST_04369,10
TEST_04370,12
TEST_04371,8
TEST_04372,2
TEST_04373,17
TEST_04374,14
TEST_04375,19
TEST_04376,13
TEST_04377,20
TEST_04378,0
TEST_04379,2
TEST_04380,1
TEST_04381,8
TEST_04382,5
TEST_04383,9
TEST_04384,19
TEST_04385,5
TEST_04386,3
TEST_04387,12
TEST_04388,14
TEST_04389,5
TEST_04390,12
TEST_04391,9
TEST_04392,9
TEST_04393,12
TEST_04394,3
TEST_04395,13
TEST_04396,17
TEST_04397,19
TEST_04398,7
TEST_04399,9
TEST_04400,12
TEST_04401,5
TEST_04402,10
TEST_04403,15
TEST_04404,3
TEST_04405,1
TEST_04406,12
TEST_04407,10
TEST_04408,7
TEST_04409,3
TEST_04410,6
TEST_04411,1
TEST_04412,9
TEST_04413,17
TEST_04414,20
TEST_04415,13
TEST_04416,14
TEST_04417,7
TEST_04418,12
TEST_04419,3
TEST_04420,15
TEST_04421,8
TEST_04422,19
TEST_04423,0
TEST_04424,18
TEST_04425,4
TEST_04426,16
TEST_04427,19
TEST_04428,3
TEST_04429,0
TEST_04430,16
TEST_04431,8
TEST_04432,13
TEST_04433,19
TEST_04434,5
TEST_04435,13
TEST_04436,20
TEST_04437,0
TEST_04438,13
TEST_04439,2
TEST_04440,0
TEST_04441,8
TEST_04442,5
TEST_04443,12
TEST_04444,5
TEST_04445,19
TEST_04446,13
TEST_04447,3
TEST_04448,20
TEST_04449,11
TEST_04450,13
TEST_04451,10
TEST_04452,15
TEST_04453,10
TEST_04454,3
TEST_04455,11
TEST_04456,15
TEST_04457,12
TEST_04458,7
TEST_04459,4
TEST_04460,12
TEST_04461,5
TEST_04462,10
TEST_04463,12
TEST_04464,10
TEST_04465,12
TEST_04466,5
TEST_04467,6
TEST_04468,8
TEST_04469,3
TEST_04470,8
TEST_04471,12
TEST_04472,5
TEST_04473,13
TEST_04474,11
TEST_04475,12
TEST_04476,12
TEST_04477,12
TEST_04478,20
TEST_04479,14
TEST_04480,4
TEST_04481,20
TEST_04482,11
TEST_04483,17
TEST_04484,6
TEST_04485,4
TEST_04486,16
TEST_04487,14
TEST_04488,8
TEST_04489,12
TEST_04490,2
TEST_04491,11
TEST_04492,20
TEST_04493,16
TEST_04494,8
TEST_04495,1
TEST_04496,6
TEST_04497,5
TEST_04498,9
TEST_04499,2
TEST_04500,12
TEST_04501,2
TEST_04502,19
TEST_04503,14
TEST_04504,12
TEST_04505,2
TEST_04506,17
TEST_04507,13
TEST_04508,0
TEST_04509,1
TEST_04510,15
TEST_04511,13
TEST_04512,18
TEST_04513,9
TEST_04514,16
TEST_04515,1
TEST_04516,6
TEST_04517,5
TEST_04518,7
TEST_04519,14
TEST_04520,3
TEST_04521,5
TEST_04522,12
TEST_04523,19
TEST_04524,12
TEST_04525,0
TEST_04526,14
TEST_04527,19
TEST_04528,5
TEST_04529,15
TEST_04530,8
TEST_04531,3
TEST_04532,12
TEST_04533,18
TEST_04534,5
TEST_04535,18
TEST_04536,6
TEST_04537,5
TEST_04538,1
TEST_04539,20
TEST_04540,6
TEST_04541,10
TEST_04542,2
TEST_04543,17
TEST_04544,10
TEST_04545,6
TEST_04546,18
TEST_04547,15
TEST_04548,12
TEST_04549,19
TEST_04550,12
TEST_04551,19
TEST_04552,15
TEST_04553,13
TEST_04554,3
TEST_04555,2
TEST_04556,6
TEST_04557,18
TEST_04558,19
TEST_04559,15
TEST_04560,17
TEST_04561,0
TEST_04562,10
TEST_04563,19
TEST_04564,13
TEST_04565,10
TEST_04566,20
TEST_04567,20
TEST_04568,13
TEST_04569,2
TEST_04570,12
TEST_04571,12
TEST_04572,5
TEST_04573,8
TEST_04574,16
TEST_04575,8
TEST_04576,19
TEST_04577,3
TEST_04578,9
TEST_04579,11
TEST_04580,14
TEST_04581,2
TEST_04582,17
TEST_04583,5
TEST_04584,11
TEST_04585,10
TEST_04586,16
TEST_04587,14
TEST_04588,7
TEST_04589,3
TEST_04590,12
TEST_04591,17
TEST_04592,20
TEST_04593,2
TEST_04594,14
TEST_04595,18
TEST_04596,10
TEST_04597,5
TEST_04598,16
TEST_04599,7
TEST_04600,10
TEST_04601,15
TEST_04602,9
TEST_04603,18
TEST_04604,13
TEST_04605,9
TEST_04606,20
TEST_04607,14
TEST_04608,4
TEST_04609,16
TEST_04610,5
TEST_04611,15
TEST_04612,3
TEST_04613,10
TEST_04614,8
TEST_04615,0
TEST_04616,17
TEST_04617,5
TEST_04618,18
TEST_04619,13
TEST_04620,1
TEST_04621,3
TEST_04622,7
TEST_04623,3
TEST_04624,12
TEST_04625,4
TEST_04626,11
TEST_04627,15
TEST_04628,12
TEST_04629,10
TEST_04630,7
TEST_04631,20
TEST_04632,0
TEST_04633,7
TEST_04634,8
TEST_04635,14
TEST_04636,12
TEST_04637,16
TEST_04638,12
TEST_04639,9
TEST_04640,4
TEST_04641,13
TEST_04642,16
TEST_04643,6
TEST_04644,1
TEST_04645,15
TEST_04646,5
TEST_04647,13
TEST_04648,13
TEST_04649,12
TEST_04650,3
TEST_04651,12
TEST_04652,10
TEST_04653,8
TEST_04654,5
TEST_04655,8
TEST_04656,9
TEST_04657,14
TEST_04658,19
TEST_04659,12
TEST_04660,8
TEST_04661,1
TEST_04662,1
TEST_04663,12
TEST_04664,10
TEST_04665,6
TEST_04666,10
TEST_04667,20
TEST_04668,4
TEST_04669,10
TEST_04670,7
TEST_04671,14
TEST_04672,2
TEST_04673,15
TEST_04674,7
TEST_04675,11
TEST_04676,16
TEST_04677,13
TEST_04678,0
TEST_04679,0
TEST_04680,9
TEST_04681,12
TEST_04682,11
TEST_04683,7
TEST_04684,4
TEST_04685,0
TEST_04686,3
TEST_04687,0
TEST_04688,0
TEST_04689,12
TEST_04690,18
TEST_04691,12
TEST_04692,3
TEST_04693,8
TEST_04694,12
TEST_04695,16
TEST_04696,3
TEST_04697,4
TEST_04698,5
TEST_04699,12
TEST_04700,12
TEST_04701,15
TEST_04702,7
TEST_04703,4
TEST_04704,15
TEST_04705,5
TEST_04706,18
TEST_04707,5
TEST_04708,14
TEST_04709,2
TEST_04710,19
TEST_04711,15
TEST_04712,14
TEST_04713,16
TEST_04714,12
TEST_04715,6
TEST_04716,12
TEST_04717,2
TEST_04718,12
TEST_04719,20
TEST_04720,9
TEST_04721,0
TEST_04722,19
TEST_04723,6
TEST_04724,15
TEST_04725,3
TEST_04726,8
TEST_04727,0
TEST_04728,5
TEST_04729,10
TEST_04730,12
TEST_04731,1
TEST_04732,7
TEST_04733,10
TEST_04734,13
TEST_04735,9
TEST_04736,12
TEST_04737,10
TEST_04738,0
TEST_04739,16
TEST_04740,8
TEST_04741,2
TEST_04742,12
TEST_04743,19
TEST_04744,19
TEST_04745,4
TEST_04746,6
TEST_04747,10
TEST_04748,9
TEST_04749,13
TEST_04750,17
TEST_04751,8
TEST_04752,4
TEST_04753,8
TEST_04754,4
TEST_04755,17
TEST_04756,3
TEST_04757,3
TEST_04758,11
TEST_04759,11
TEST_04760,12
TEST_04761,4
TEST_04762,7
TEST_04763,1
TEST_04764,7
TEST_04765,4
TEST_04766,9
TEST_04767,13
TEST_04768,20
TEST_04769,5
TEST_04770,19
TEST_04771,15
TEST_04772,0
TEST_04773,7
TEST_04774,17
TEST_04775,5
TEST_04776,10
TEST_04777,19
TEST_04778,9
TEST_04779,20
TEST_04780,18
TEST_04781,19
TEST_04782,6
TEST_04783,14
TEST_04784,18
TEST_04785,15
TEST_04786,4
TEST_04787,0
TEST_04788,2
TEST_04789,7
TEST_04790,19
TEST_04791,12
TEST_04792,17
TEST_04793,10
TEST_04794,1
TEST_04795,20
TEST_04796,7
TEST_04797,14
TEST_04798,6
TEST_04799,5
TEST_04800,4
TEST_04801,0
TEST_04802,0
TEST_04803,18
TEST_04804,0
TEST_04805,11
TEST_04806,10
TEST_04807,1
TEST_04808,17
TEST_04809,4
TEST_04810,18
TEST_04811,3
TEST_04812,15
TEST_04813,9
TEST_04814,8
TEST_04815,5
TEST_04816,16
TEST_04817,10
TEST_04818,20
TEST_04819,12
TEST_04820,15
TEST_04821,16
TEST_04822,4
TEST_04823,12
TEST_04824,5
TEST_04825,16
TEST_04826,3
TEST_04827,7
TEST_04828,14
TEST_04829,0
TEST_04830,9
TEST_04831,8
TEST_04832,0
TEST_04833,5
TEST_04834,12
TEST_04835,8
TEST_04836,12
TEST_04837,12
TEST_04838,7
TEST_04839,10
TEST_04840,18
TEST_04841,10
TEST_04842,4
TEST_04843,20
TEST_04844,0
TEST_04845,9
TEST_04846,20
TEST_04847,5
TEST_04848,10
TEST_04849,12
TEST_04850,6
TEST_04851,14
TEST_04852,1
TEST_04853,5
TEST_04854,15
TEST_04855,4
TEST_04856,20
TEST_04857,0
TEST_04858,12
TEST_04859,11
TEST_04860,20
TEST_04861,14
TEST_04862,15
TEST_04863,14
TEST_04864,14
TEST_04865,10
TEST_04866,11
TEST_04867,6
TEST_04868,4
TEST_04869,9
TEST_04870,2
TEST_04871,9
TEST_04872,9
TEST_04873,6
TEST_04874,12
TEST_04875,7
TEST_04876,12
TEST_04877,17
TEST_04878,17
TEST_04879,17
TEST_04880,5
TEST_04881,8
TEST_04882,6
TEST_04883,15
TEST_04884,12
TEST_04885,20
TEST_04886,12
TEST_04887,14
TEST_04888,1
TEST_04889,13
TEST_04890,12
TEST_04891,8
TEST_04892,9
TEST_04893,3
TEST_04894,7
TEST_04895,6
TEST_04896,12
TEST_04897,14
TEST_04898,13
TEST_04899,12
TEST_04900,6
TEST_04901,2
TEST_04902,4
TEST_04903,2
TEST_04904,19
TEST_04905,7
TEST_04906,14
TEST_04907,12
TEST_04908,12
TEST_04909,5
TEST_04910,12
TEST_04911,9
TEST_04912,8
TEST_04913,9
TEST_04914,19
TEST_04915,2
TEST_04916,20
TEST_04917,10
TEST_04918,5
TEST_04919,2
TEST_04920,0
TEST_04921,0
TEST_04922,14
TEST_04923,18
TEST_04924,11
TEST_04925,15
TEST_04926,14
TEST_04927,13
TEST_04928,19
TEST_04929,7
TEST_04930,2
TEST_04931,13
TEST_04932,4
TEST_04933,17
TEST_04934,17
TEST_04935,20
TEST_04936,11
TEST_04937,4
TEST_04938,4
TEST_04939,8
TEST_04940,7
TEST_04941,5
TEST_04942,19
TEST_04943,1
TEST_04944,8
TEST_04945,16
TEST_04946,19
TEST_04947,3
TEST_04948,17
TEST_04949,12
TEST_04950,16
TEST_04951,12
TEST_04952,17
TEST_04953,2
TEST_04954,12
TEST_04955,15
TEST_04956,18
TEST_04957,1
TEST_04958,7
TEST_04959,16
TEST_04960,10
TEST_04961,4
TEST_04962,12
TEST_04963,16
TEST_04964,0
TEST_04965,10
TEST_04966,16
TEST_04967,17
TEST_04968,7
TEST_04969,12
TEST_04970,18
TEST_04971,7
TEST_04972,7
TEST_04973,6
TEST_04974,15
TEST_04975,4
TEST_04976,15
TEST_04977,11
TEST_04978,9
TEST_04979,1
TEST_04980,10
TEST_04981,8
TEST_04982,18
TEST_04983,12
TEST_04984,17
TEST_04985,12
TEST_04986,4
TEST_04987,7
TEST_04988,11
TEST_04989,1
TEST_04990,9
TEST_04991,15
TEST_04992,10
TEST_04993,4
TEST_04994,7
TEST_04995,7
TEST_04996,12
TEST_04997,4
TEST_04998,20
TEST_04999,0
TEST_05000,12
TEST_05001,19
TEST_05002,11
TEST_05003,12
TEST_05004,4
TEST_05005,1
TEST_05006,18
TEST_05007,19
TEST_05008,10
TEST_05009,3
TEST_05010,7
TEST_05011,10
TEST_05012,19
TEST_05013,6
TEST_05014,12
TEST_05015,12
TEST_05016,15
TEST_05017,18
TEST_05018,13
TEST_05019,5
TEST_05020,5
TEST_05021,1
TEST_05022,14
TEST_05023,12
TEST_05024,8
TEST_05025,10
TEST_05026,8
TEST_05027,12
TEST_05028,7
TEST_05029,17
TEST_05030,8
TEST_05031,15
TEST_05032,12
TEST_05033,5
TEST_05034,8
TEST_05035,6
TEST_05036,3
TEST_05037,19
TEST_05038,1
TEST_05039,11
TEST_05040,7
TEST_05041,12
TEST_05042,1
TEST_05043,5
TEST_05044,19
TEST_05045,7
TEST_05046,17
TEST_05047,9
TEST_05048,3
TEST_05049,20
TEST_05050,1
TEST_05051,19
TEST_05052,10
TEST_05053,5
TEST_05054,12
TEST_05055,7
TEST_05056,14
TEST_05057,12
TEST_05058,6
TEST_05059,20
TEST_05060,12
TEST_05061,5
TEST_05062,14
TEST_05063,8
TEST_05064,8
TEST_05065,12
TEST_05066,0
TEST_05067,6
TEST_05068,13
TEST_05069,6
TEST_05070,12
TEST_05071,8
TEST_05072,8
TEST_05073,7
TEST_05074,8
TEST_05075,7
TEST_05076,9
TEST_05077,19
TEST_05078,0
TEST_05079,20
TEST_05080,17
TEST_05081,15
TEST_05082,6
TEST_05083,15
TEST_05084,16
TEST_05085,12
TEST_05086,12
TEST_05087,6
TEST_05088,4
TEST_05089,12
TEST_05090,5
TEST_05091,13
TEST_05092,8
TEST_05093,14
TEST_05094,12
TEST_05095,12
TEST_05096,20
TEST_05097,2
TEST_05098,12
TEST_05099,5
TEST_05100,4
TEST_05101,3
TEST_05102,3
TEST_05103,2
TEST_05104,9
TEST_05105,12
TEST_05106,5
TEST_05107,17
TEST_05108,5
TEST_05109,8
TEST_05110,14
TEST_05111,12
TEST_05112,16
TEST_05113,6
TEST_05114,12
TEST_05115,2
TEST_05116,2
TEST_05117,11
TEST_05118,6
TEST_05119,3
TEST_05120,12
TEST_05121,16
TEST_05122,0
TEST_05123,16
TEST_05124,12
TEST_05125,14
TEST_05126,6
TEST_05127,10
TEST_05128,4
TEST_05129,2
TEST_05130,17
TEST_05131,19
TEST_05132,0
TEST_05133,7
TEST_05134,12
TEST_05135,8
TEST_05136,19
TEST_05137,19
TEST_05138,18
TEST_05139,6
TEST_05140,15
TEST_05141,16
TEST_05142,18
TEST_05143,19
TEST_05144,5
TEST_05145,17
TEST_05146,9
TEST_05147,0
TEST_05148,10
TEST_05149,7
TEST_05150,10
TEST_05151,4
TEST_05152,16
TEST_05153,8
TEST_05154,6
TEST_05155,6
TEST_05156,4
TEST_05157,0
TEST_05158,17
TEST_05159,12
TEST_05160,20
TEST_05161,11
TEST_05162,13
TEST_05163,15
TEST_05164,0
TEST_05165,8
TEST_05166,1
TEST_05167,0
TEST_05168,5
TEST_05169,0
TEST_05170,15
TEST_05171,19
TEST_05172,15
TEST_05173,6
TEST_05174,16
TEST_05175,0
TEST_05176,17
TEST_05177,1
TEST_05178,14
TEST_05179,10
TEST_05180,11
TEST_05181,14
TEST_05182,0
TEST_05183,8
TEST_05184,0
TEST_05185,12
TEST_05186,10
TEST_05187,13
TEST_05188,9
TEST_05189,14
TEST_05190,15
TEST_05191,17
TEST_05192,20
TEST_05193,12
TEST_05194,17
TEST_05195,12
TEST_05196,7
TEST_05197,15
TEST_05198,8
TEST_05199,3
TEST_05200,0
TEST_05201,14
TEST_05202,7
TEST_05203,19
TEST_05204,10
TEST_05205,3
TEST_05206,8
TEST_05207,3
TEST_05208,5
TEST_05209,8
TEST_05210,13
TEST_05211,10
TEST_05212,15
TEST_05213,3
TEST_05214,15
TEST_05215,12
TEST_05216,2
TEST_05217,10
TEST_05218,13
TEST_05219,17
TEST_05220,5
TEST_05221,13
TEST_05222,16
TEST_05223,7
TEST_05224,3
TEST_05225,0
TEST_05226,10
TEST_05227,15
TEST_05228,7
TEST_05229,8
TEST_05230,5
TEST_05231,7
TEST_05232,8
TEST_05233,19
TEST_05234,14
TEST_05235,3
TEST_05236,10
TEST_05237,14
TEST_05238,12
TEST_05239,15
TEST_05240,3
TEST_05241,6
TEST_05242,13
TEST_05243,12
TEST_05244,17
TEST_05245,19
TEST_05246,11
TEST_05247,19
TEST_05248,17
TEST_05249,12
TEST_05250,11
TEST_05251,15
TEST_05252,0
TEST_05253,7
TEST_05254,14
TEST_05255,0
TEST_05256,9
TEST_05257,11
TEST_05258,17
TEST_05259,17
TEST_05260,14
TEST_05261,10
TEST_05262,7
